folio_hash,estatus_pago,mes_ingreso_factura,tipo_suministro,region,tipo_dispositivo,coordinacion_administrativa,estado,municipio,fecha_instalacion,dias_pagar_junio,dias_pendientes,monto_reactivacion_mes_pausa,dias_mes,precio_unitario,precio_por_dia,dias_facturar,reactivacion_marzo,reactivacion_abril,reactivacion_mayo,reactivacion_junio,renta_junio_total,iva_16,total
F-704DD9F807,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,PFM,CIUDAD DE MEXICO,MIGUEL HIDALGO,10/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-94CE3E231F,PAUSADO (MAYO 2026),ENERO_25,,1,Monitor 24 pulgadas,FECOR,CIUDAD DE MEXICO,ALVARO OBREGON,22/01/2024,,24,,30,$91.12,$3.04,0,-,-,-,,$-,$-,$-
F-A1DDCE4FBD,PAUSADO (MAYO 2026),ENERO_25,,1,Teclado y raton inalambricos,FECOR,CIUDAD DE MEXICO,ALVARO OBREGON,22/01/2024,,11,,30,$29.68,$0.99,0,-,-,-,,$-,$-,$-
F-1E93B490B6,AUTORIZADO,FEB-MAY_23,FASE INICIAL,3,Computadora de Escritorio Estandar,SA_BC,BAJA CALIFORNIA,TIJUANA,24/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-D6FB78386B,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,SA_TLAX,TLAXCALA,TLAXCALA,11/04/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-A929EE94C3,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Monitor 24 pulgadas,SA_PUE,PUEBLA,PUEBLA,26/02/2024,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-430A762718,PAUSADO (MAYO 2026),FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,29/03/2023,,9,,30,$607.34,$20.24,0,-,-,-,,$-,$-,$-
F-60E7DFD98A,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,CGSP,CIUDAD DE MEXICO,CUAUHTEMOC,20/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-3B7B61C373,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Monitor 24 pulgadas,SA_OAX,OAXACA,SAN BARTOLO COYOTEPEC,14/02/2024,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-B92149BE42,PAUSADO (JUNIO 2026),NOV_24,,1,Monitor 24 pulgadas,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,09/10/2024,15,15,,30,$91.12,$3.04,15,$-,$-,$-,$-,$45.56,$7.29,$52.85
F-68C58A7104,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_MICH,MICHOACAN,MORELIA,19/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-3A443AD62A,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Computadora Portatil Estandar,FEMCC,CIUDAD DE MEXICO,ALVARO OBREGON,13/03/2024,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-1F3A154152,DEVOLUCION (FRACCION DE SALIDA),FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_GRO,GUERRERO,CHILPANCINGO DE LOS BRAVO,25/05/2023,,,,30,$607.34,$20.24,26,$-,$-,$-,$-,$526.36,$84.22,$610.58
F-1A40CCADDB,DEVOLUCION (FRACCION DE SALIDA),FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,30/03/2023,,,,30,$607.34,$20.24,4,$-,$-,$-,$-,$80.98,$12.96,$93.94
F-FEA8B1374E,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_EDOMEX,ESTADO DE MEXICO,NAUCALPAN DE JUAREZ,13/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-8891683369,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Teclado y raton inalambricos,DGTIC,CIUDAD DE MEXICO,CUAUHTEMOC,12/12/2023,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-676E0453C8,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,DGRHO,CIUDAD DE MEXICO,CUAUHTÉMOC,14/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-6AB3D61396,AUTORIZADO,NOV_24,,1,Computadora Portatil Estandar,FEMDO,CIUDAD DE MEXICO,CUAUHTEMOC,21/03/2024,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-D4033EFA93,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,DGTIC,CIUDAD DE MEXICO,CUAUHTÉMOC,25/04/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-431BACE29F,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_COL,COLIMA,COLIMA,04/05/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-4FA66EC52F,AUTORIZADO,OCT_24,,1,Monitor 24 pulgadas,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,15/07/2024,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-6DDD4F3B03,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FECOC,CIUDAD DE MEXICO,CUAUHTEMOC,30/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-0F3FF2D895,PAUSADO (MAYO 2026),FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FEMCC,CIUDAD DE MEXICO,CUAUHTEMOC,30/03/2023,,5,,30,$607.34,$20.24,0,-,-,-,,$-,$-,$-
F-557401ED00,PAUSADO (MAYO 2026),,BAJO DEMANDA,1,Computadora de Escritorio Estandar,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,23/08/2023,,4,,30,$607.34,$20.24,0,-,-,-,,$-,$-,$-
F-E6AA5C73B5,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,2,Computadora Portatil Estandar,SA_CHIH,CHIHUAHUA,JUAREZ,08/12/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-4BA13FC4AF,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Desarrollador,DGRHO,CIUDAD DE MEXICO,CUAUHTEMOC,04/05/2023,,,,30,$940.65,$31.36,30,$-,$-,$-,$-,$940.65,$150.50,"$1,091.15"
F-240C07EEBE,PAUSADO (JUNIO 2026),MAYO_25,BAJO DEMANDA,1,Computadora de Escritorio Diseñador,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,02/04/2025,15,15,,30,"$1,143.90",$38.13,15,$-,$-,$-,$-,$571.95,$91.51,$663.46
F-877814AA6D,PAUSADO (JUNIO 2026),SEP_COMP_24,BAJO DEMANDA,1,Teclado y raton inalambricos,CA_FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,13/03/2024,16,14,,30,$29.68,$0.99,16,$-,$-,$-,$-,$15.83,$2.53,$18.36
F-341B199646,AUTORIZADO,FEB-MAY_23,FASE INICIAL,2,Computadora de Escritorio Estandar,SA_CHIH,CHIHUAHUA,JUÁREZ,05/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-211E7B6E70,PAUSADO (JUNIO 2026) y  (RESG ACT PENDIENTE X PROVEEDOR),ENERO_25,,1,Teclado y raton inalambricos,FECOR,CIUDAD DE MEXICO,ALVARO OBREGON,22/01/2024,19,11,,30,$29.68,$0.99,19,$-,$-,$-,$-,$18.80,$3.01,$21.80
F-34F706C9AC,PAUSADO (MAYO 2026),SEP_COMP_24,BAJO DEMANDA,1,Teclado y raton inalambricos,SA_EDOMEX,MEXICO,TOLUCA,13/02/2024,,5,,30,$29.68,$0.99,0,-,-,-,,$-,$-,$-
F-BF4AB44A8B,PAUSADO (JUNIO 2026),ENERO_25,,1,Teclado y raton inalambricos,FECOR,CIUDAD DE MEXICO,ALVARO OBREGON,22/01/2024,16,14,,30,$29.68,$0.99,16,$-,$-,$-,$-,$15.83,$2.53,$18.36
F-0ED012908A,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FEMDH,CIUDAD DE MEXICO,CUAUHTÉMOC,21/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-77A8D980A2,AUTORIZADO,,BAJO DEMANDA,1,Computadora Portatil Estandar,SA_NAY,NAYARIT,TEPIC,05/10/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-BA1DFD4730,PAUSADO (MAYO 2026),FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FECOR,CIUDAD DE MEXICO,CUAUHTÉMOC,15/03/2023,,24,,30,$607.34,$20.24,0,-,-,-,,$-,$-,$-
F-E97E4C2746,AUTORIZADO,NOV_24,,1,Monitor 24 pulgadas,CA_FEMDH,CIUDAD DE MEXICO,GUSTAVO A. MADERO,13/03/2024,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-500E053B9F,AUTORIZADO,OCTUBRE_25,BAJO DEMANDA,1,Memoria RAM Laptop (16 GB),INACIPE,CIUDAD DE MEXICO,TLALPAN,15/09/2025,,,,30,$30.70,$1.02,30,$-,$-,$-,$-,$30.70,$4.91,$35.61
F-92FFC0A37D,AUTORIZADO,ENERO_25,,1,Monitor 24 pulgadas,CFPF,CIUDAD DE MEXICO,CUAUHTEMOC,22/11/2024,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-8D99F0A1D2,DEVOLUCION (FRACCION DE SALIDA),FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,22/03/2023,,,,30,$664.99,$22.17,4,$-,$-,$-,$-,$88.67,$14.19,$102.85
F-D7B5D57EA1,AUTORIZADO,,BAJO DEMANDA,1,Computadora Portatil Estandar,SA_QRO,QUERETARO,QUERETARO,12/09/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-EEEA6621A3,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_PUE,PUEBLA,PUEBLA,29/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-721C20902F,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Monitor 24 pulgadas,SA_EDOMEX,MEXICO,TOLUCA,08/03/2024,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-A201CF93C6,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Computadora Portatil Estandar,CA_FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,30/03/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-A9823634AB,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FECOC,CIUDAD DE MEXICO,CUAUHTÉMOC,03/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-70A3910728,AUTORIZADO (PAGO REACTIVADO)_mayo,SEP_COMP_24,BAJO DEMANDA,1,Monitor 24 pulgadas,SA_NL,NUEVO LEON,GENERAL ESCOBEDO,11/01/2024,,3,$8.82,30,$91.12,$3.04,0,-,-,$8.82,$91.12,$99.94,$15.99,$115.93
F-21B27F98A6,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Monitor 24 pulgadas,SA_OAX,OAXACA,SAN BARTOLO COYOTEPEC,14/02/2024,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-EF0022B65B,AUTORIZADO,,BAJO DEMANDA,2,Computadora Portatil Estandar,SA_TAMPS,TAMAULIPAS,MIGUEL ALEMAN,15/09/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-F3A2659162,PAUSADO (MAYO 2026),ENERO_25,,1,Teclado y raton inalambricos,FECOR,CIUDAD DE MEXICO,ALVARO OBREGON,22/01/2024,,11,,30,$29.68,$0.99,0,-,-,-,,$-,$-,$-
F-AC13CF5DAB,PAUSADO (JUNIO 2026),SEP_COMP_24,BAJO DEMANDA,1,Monitor 24 pulgadas,CGSP,SONORA,HERMOSILLO,20/02/2024,20,10,,30,$91.12,$3.04,20,$-,$-,$-,$-,$60.75,$9.72,$70.47
F-81D00D8627,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FEMDO,CIUDAD DE MEXICO,CUAUHTEMOC,22/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-1D3FA7A756,AUTORIZADO,,BAJO DEMANDA,1,Computadora Portatil Estandar,SA_TLAX,TLAXCALA,TLAXCALA,17/08/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-97F36A0AEF,PAUSADO (JUNIO 2026),FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,DGRMSG,CIUDAD DE MEXICO,CUAUHTÉMOC,16/03/2023,26,4,,30,$607.34,$20.24,26,$-,$-,$-,$-,$526.36,$84.22,$610.58
F-BBE57822ED,PAUSADO (MAYO 2026),FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FECOC,CIUDAD DE MEXICO,CUAUHTEMOC,30/03/2023,,3,,30,$607.34,$20.24,0,-,-,-,,$-,$-,$-
F-F52C9CFD53,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_SIN,SINALOA,CULIACAN,21/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-59453F11F8,DEVOLUCION (FRACCION DE SALIDA),FEB-MAY_23,FASE INICIAL,2,Computadora de Escritorio Estandar,SA_GRO,GUERRERO,ACAPULCO DE JUAREZ,03/05/2023,,,,30,$607.34,$20.24,26,$-,$-,$-,$-,$526.36,$84.22,$610.58
F-C6D88A8B78,PAUSADO (JUNIO 2026),SEP_COMP_24,BAJO DEMANDA,1,Monitor 24 pulgadas,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,19/12/2023,15,15,,30,$91.12,$3.04,15,$-,$-,$-,$-,$45.56,$7.29,$52.85
F-1BB87031A2,PAUSADO (JUNIO 2026),FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,17/03/2023,15,15,,30,$607.34,$20.24,15,$-,$-,$-,$-,$303.67,$48.59,$352.26
F-3B2C4FCDA9,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,2,Teclado y raton inalambricos,SA_MICH,MICHOACAN,APATZINGAN,13/05/2024,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-5A95DA572F,PAUSADO (JUNIO 2026),FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_YUC,YUCATAN,MERIDA,05/05/2023,25,5,,30,$607.34,$20.24,25,$-,$-,$-,$-,$506.12,$80.98,$587.10
F-FFFD425B0C,PAUSADO (JUNIO 2026),SEP_COMP_24,BAJO DEMANDA,1,Teclado y raton inalambricos,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,19/12/2023,29,1,,30,$29.68,$0.99,29,$-,$-,$-,$-,$28.69,$4.59,$33.28
F-CB640FA673,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,2,Teclado y raton inalambricos,SA_SON,SONORA,GUAYMAS,15/01/2024,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-DC0CF2DC50,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Computadora Portatil Estandar,CA_CGSP,OAXACA,OAXACA DE JUAREZ,05/09/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-E948CB9143,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Teclado y raton inalambricos,CA_FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,13/03/2024,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-2BA3834D0F,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_EDOMEX,ESTADO DE MEXICO,TOLUCA,27/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-2B69B76B73,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,SA_TLAX,TLAXCALA,TLAXCALA,03/04/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-3F7A7F8373,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,CGSP,CIUDAD DE MEXICO,CUAUHTEMOC,13/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-8F26512F7F,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Monitor 24 pulgadas,SA_EDOMEX,MEXICO,ECATEPEC DE MORELOS,16/01/2024,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-97E1429C51,AUTORIZADO,FEB-MAY_23,FASE INICIAL,2,Computadora de Escritorio Estandar,SA_CAMP,CAMPECHE,ESCÁRCEGA,11/05/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-884ABADED8,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SJAI,CIUDAD DE MEXICO,CUAUHTÉMOC,17/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-854CC95A4C,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FECOC,CIUDAD DE MEXICO,CUAUHTÉMOC,03/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-7DFF71984B,PAUSADO (JUNIO 2026),,"""776""_INICIAL",1,Computadora de Escritorio Diseñador,DGCS,CIUDAD DE MEXICO,CUAUHTEMOC,07/06/2023,15,15,,30,"$1,143.90",$38.13,15,$-,$-,$-,$-,$571.95,$91.51,$663.46
F-596635ECA7,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Teclado y raton inalambricos,SA_SLP,SAN LUIS POTOSI,SAN LUIS POTOSI,14/02/2024,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-16DAE92E0B,PAUSADO (JUNIO 2026),FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,CGSP,SONORA,HERMOSILLO,10/05/2023,20,10,,30,$607.34,$20.24,20,$-,$-,$-,$-,$404.89,$64.78,$469.68
F-CAE41072D8,PAUSADO (JUNIO 2026),SEP_COMP_24,BAJO DEMANDA,1,Teclado y raton inalambricos,SA_SON,SONORA,HERMOSILLO,05/01/2024,20,10,,30,$29.68,$0.99,20,$-,$-,$-,$-,$19.79,$3.17,$22.95
F-BE5471F3E8,PAUSADO (MAYO 2026),SEP_COMP_24,BAJO DEMANDA,1,Monitor 24 pulgadas,SA_EDOMEX,MEXICO,TOLUCA,13/02/2024,,5,,30,$91.12,$3.04,0,-,-,-,,$-,$-,$-
F-2AE5DC259D,PAUSADO (JUNIO 2026),,BAJO DEMANDA,1,Computadora Portatil Estandar,FECOR,CIUDAD DE MEXICO,CUAUHTEMOC,16/08/2023,16,14,,30,$664.99,$22.17,16,$-,$-,$-,$-,$354.66,$56.75,$411.41
F-C740A47B78,AUTORIZADO,MARZO_25,,1,Computadora Portatil Estandar,INACIPE,CIUDAD DE MEXICO,TLALPAN,12/03/2025,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-EA4F3F4764,AUTORIZADO (PAGO REACTIVADO)_mayo,FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,28/03/2023,,3,$64.35,30,$664.99,$22.17,0,-,-,$64.35,$664.99,$729.34,$116.70,$846.04
F-F487C611FE,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,CGSP,TAMAULIPAS,MATAMOROS,02/05/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-7E22794735,PAUSADO (MAYO 2026),FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,DGRMSG,CIUDAD DE MEXICO,CUAUHTEMOC,18/05/2023,,17,,30,$607.34,$20.24,0,-,-,-,,$-,$-,$-
F-4B6F357E0A,AUTORIZADO,FEBRERO_25,,1,Teclado y raton inalambricos,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,10/12/2024,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-DB88EBBE17,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,CAOF,CIUDAD DE MEXICO,CUAUHTEMOC,31/05/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-76FA9014F4,PAUSADO (MAYO 2026),ENERO_25,,1,Teclado y raton inalambricos,FECOR,CIUDAD DE MEXICO,ALVARO OBREGON,22/01/2024,,11,,30,$29.68,$0.99,0,-,-,-,,$-,$-,$-
F-F65FC84936,PAUSADO (JUNIO 2026),ENERO_25,,1,Monitor 24 pulgadas,FESC,CIUDAD DE MEXICO,ALVARO OBREGON,06/02/2024,22,8,,30,$91.12,$3.04,22,$-,$-,$-,$-,$66.82,$10.69,$77.51
F-7C960B7DB1,AUTORIZADO,,BAJO DEMANDA,3,Computadora Portatil Estandar,SA_COAH,COAHUILA,PIEDRAS NEGRAS,01/09/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-2DA6E127C6,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Monitor 24 pulgadas,CA_FEMDH,CIUDAD DE MEXICO,MIGUEL HIDALGO,13/03/2024,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-5A7D0C784A,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_EDOMEX,ESTADO DE MEXICO,TOLUCA,04/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-1D3B8D7E5D,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Teclado y raton inalambricos,SA_EDOMEX,MEXICO,TOLUCA,13/02/2024,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-358976DEF1,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FEMDO,CIUDAD DE MEXICO,CUAUHTÉMOC,01/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-9690F89446,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Computadora Portatil Estandar,FISEL,CIUDAD DE MEXICO,ALVARO OBREGON,25/03/2024,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-21F019E069,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FECOC,CIUDAD DE MEXICO,CUAUHTÉMOC,24/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-D6863DFD35,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Monitor 24 pulgadas,SA_NL,NUEVO LEON,GENERAL ESCOBEDO,22/01/2024,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-3666235D91,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_NAY,NAYARIT,TEPIC,19/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-3C12D595C3,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_COL,COLIMA,COLIMA,14/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-F3CDB88082,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,2,Teclado y raton inalambricos,SA_COAH,COAHUILA,SALTILLO,11/12/2023,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-8F18932A96,AUTORIZADO,FEBRERO_25,,1,Teclado y raton inalambricos,SA_PUE,PUEBLA,PUEBLA,19/12/2024,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-E12A1183C9,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Teclado y raton inalambricos,SA_QRO,QUERETARO,QUERETARO,12/12/2023,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-06CA123F48,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,2,Computadora Portatil Estandar,SA_CHIH,CHIHUAHUA,JUAREZ,06/12/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-DA4B567EB7,PAUSADO (MAYO 2026),JUNIO_25,BAJO DEMANDA,1,Computadora Portatil Estandar,INACIPE,CIUDAD DE MEXICO,TLALPAN,02/05/2025,,12,,30,$664.99,$22.17,0,-,-,-,,$-,$-,$-
F-1244D877C6,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Teclado y raton inalambricos,UESII,CIUDAD DE MEXICO,CUAUHTEMOC,27/05/2024,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-BDAC282FA5,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,27/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-2A84BEA6D6,AUTORIZADO,,"""776""_INICIAL",1,Computadora Portatil Estandar,DGRHO,CIUDAD DE MEXICO,CUAUHTEMOC,28/06/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-B8B3A490DF,PAUSADO (JUNIO 2026),FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_SON,SONORA,HERMOSILLO,28/04/2023,20,10,,30,$607.34,$20.24,20,$-,$-,$-,$-,$404.89,$64.78,$469.68
